AREA_TITLE;OCC_CODE;OCC_TITLE;H_MEAN;A_MEAN
Alabama;43-1011;First-Line Supervisors of Office and Administrative Support Workers;28.83;59,960
Alabama;43-2011;Switchboard Operators, Including Answering Service;14.70;30,580
Alabama;43-3011;Bill and Account Collectors;19.68;40,920
Alabama;43-3021;Billing and Posting Clerks;18.87;39,240
Alabama;43-3031;Bookkeeping, Accounting, and Auditing Clerks;19.35;40,240
Alabama;43-3051;Payroll and Timekeeping Clerks;20.79;43,230
Alabama;43-3061;Procurement Clerks;22.00;45,760
Alabama;43-3071;Tellers;16.81;34,970
Alabama;43-3099;Financial Clerks, All Other;24.82;51,620
Alabama;43-4011;Brokerage Clerks;25.21;52,450
Alabama;43-4021;Correspondence Clerks;15.00;31,200
Alabama;43-4031;Court, Municipal, and License Clerks;18.49;38,450
Alabama;43-4041;Credit Authorizers, Checkers, and Clerks;21.37;44,450
Alabama;43-4051;Customer Service Representatives;18.15;37,760
Alabama;43-4061;Eligibility Interviewers, Government Programs;23.58;49,050
Alabama;43-4071;File Clerks;17.77;36,970
Alabama;43-4081;Hotel, Motel, and Resort Desk Clerks;12.22;25,420
Alabama;43-4111;Interviewers, Except Eligibility and Loan;16.06;33,410
Alabama;43-4121;Library Assistants, Clerical;12.43;25,850
Alabama;43-4131;Loan Interviewers and Clerks;19.95;41,490
Alabama;43-4141;New Accounts Clerks;19.63;40,820
Alabama;43-4151;Order Clerks;20.55;42,740
Alabama;43-4161;Human Resources Assistants, Except Payroll and Timekeeping;19.85;41,300
Alabama;43-4171;Receptionists and Information Clerks;14.65;30,470
Alabama;43-4181;Reservation and Transportation Ticket Agents and Travel Clerks;21.11;43,910
Alabama;43-4199;Information and Record Clerks, All Other;23.72;49,340
Alabama;43-5011;Cargo and Freight Agents;23.08;48,000
Alabama;43-5021;Couriers and Messengers;15.08;31,360
Alabama;43-5031;Public Safety Telecommunicators;18.25;37,970
Alabama;43-5032;Dispatchers, Except Police, Fire, and Ambulance;20.36;42,340
Alabama;43-5041;Meter Readers, Utilities;21.07;43,820
Alabama;43-5051;Postal Service Clerks;27.89;58,010
Alabama;43-5052;Postal Service Mail Carriers;27.72;57,650
Alabama;43-5053;Postal Service Mail Sorters, Processors, and Processing Machine Operators;26.45;55,020
Alabama;43-5061;Production, Planning, and Expediting Clerks;26.62;55,370
Alabama;43-5071;Shipping, Receiving, and Inventory Clerks;19.21;39,950
Alabama;43-5111;Weighers, Measurers, Checkers, and Samplers, Recordkeeping;21.19;44,080
Alabama;43-6011;Executive Secretaries and Executive Administrative Assistants;32.17;66,910
Alabama;43-6012;Legal Secretaries and Administrative Assistants;21.09;43,860
Alabama;43-6013;Medical Secretaries and Administrative Assistants;17.92;37,280
Alabama;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;19.84;41,270
Alabama;43-9021;Data Entry Keyers;15.58;32,410
Alabama;43-9022;Word Processors and Typists;21.82;45,390
Alabama;43-9031;Desktop Publishers;17.14;35,650
Alabama;43-9041;Insurance Claims and Policy Processing Clerks;18.93;39,380
Alabama;43-9051;Mail Clerks and Mail Machine Operators, Except Postal Service;16.56;34,440
Alabama;43-9061;Office Clerks, General;14.55;30,270
Alabama;43-9071;Office Machine Operators, Except Computer;20.49;42,620
Alabama;43-9199;Office and Administrative Support Workers, All Other;20.86;43,390
Alabama;45-0000;Farming, Fishing, and Forestry Occupations;20.54;42,720
Alabama;45-1011;First-Line Supervisors of Farming, Fishing, and Forestry Workers;32.09;66,750
Alabama;45-2041;Graders and Sorters, Agricultural Products;16.50;34,320
Alabama;45-2091;Agricultural Equipment Operators;16.02;33,330
Alabama;45-2092;Farmworkers and Laborers, Crop, Nursery, and Greenhouse;15.36;31,960
Alabama;45-2093;Farmworkers, Farm, Ranch, and Aquacultural Animals;15.60;32,460
Alabama;45-4021;Fallers;26.97;56,090
Alabama;45-4022;Logging Equipment Operators;22.81;47,440
Alabama;45-4023;Log Graders and Scalers;20.70;43,060
Alabama;45-4029;Logging Workers, All Other;19.90;41,390
Alabama;47-0000;Construction and Extraction Occupations;23.52;48,910
Alabama;47-1011;First-Line Supervisors of Construction Trades and Extraction Workers;33.08;68,810
Alabama;47-2011;Boilermakers;34.25;71,230
Alabama;47-2021;Brickmasons and Blockmasons;26.02;54,120
Alabama;47-2031;Carpenters;22.14;46,040
Alabama;47-2041;Carpet Installers;25.99;54,070
Alabama;47-2042;Floor Layers, Except Carpet, Wood, and Hard Tiles;21.64;45,010
Alabama;47-2044;Tile and Stone Setters;20.37;42,370
Alabama;47-2051;Cement Masons and Concrete Finishers;21.79;45,310
Alabama;47-2061;Construction Laborers;17.45;36,300
Alabama;47-2071;Paving, Surfacing, and Tamping Equipment Operators;19.56;40,690
Alabama;47-2073;Operating Engineers and Other Construction Equipment Operators;22.31;46,410
Alabama;47-2081;Drywall and Ceiling Tile Installers;22.24;46,260
Alabama;47-2111;Electricians;26.20;54,490
Alabama;47-2121;Glaziers;22.42;46,640
Alabama;47-2131;Insulation Workers, Floor, Ceiling, and Wall;20.50;42,640
Alabama;47-2132;Insulation Workers, Mechanical;24.10;50,120
Alabama;47-2141;Painters, Construction and Maintenance;20.49;42,620
Alabama;47-2142;Paperhangers;23.29;48,430
Alabama;47-2151;Pipelayers;20.71;43,070
Alabama;47-2152;Plumbers, Pipefitters, and Steamfitters;25.42;52,860
Alabama;47-2171;Reinforcing Iron and Rebar Workers;27.16;56,490
Alabama;47-2181;Roofers;22.20;46,180
Alabama;47-2211;Sheet Metal Workers;20.59;42,830
Alabama;47-2221;Structural Iron and Steel Workers;26.64;55,400
Alabama;47-3011;Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters;15.63;32,500
Alabama;47-3012;Helpers--Carpenters;16.87;35,090
Alabama;47-3013;Helpers--Electricians;16.87;35,100
Alabama;47-3014;Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons;13.84;28,790
Alabama;47-3015;Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters;16.52;34,360
Alabama;47-3016;Helpers--Roofers;14.67;30,520
Alabama;47-3019;Helpers, Construction Trades, All Other;15.08;31,360
Alabama;47-4011;Construction and Building Inspectors;29.28;60,910
Alabama;47-4021;Elevator and Escalator Installers and Repairers;28.57;59,420
Alabama;47-4031;Fence Erectors;16.76;34,870
Alabama;47-4041;Hazardous Materials Removal Workers;18.56;38,590
Alabama;47-4051;Highway Maintenance Workers;17.12;35,600
Alabama;47-4061;Rail-Track Laying and Maintenance Equipment Operators;25.40;52,840
Alabama;47-4071;Septic Tank Servicers and Sewer Pipe Cleaners;21.40;44,510
Alabama;47-5013;Service Unit Operators, Oil and Gas;22.97;47,780
Alabama;47-5022;Excavating and Loading Machine and Dragline Operators, Surface Mining;21.97;45,710
Alabama;47-5023;Earth Drillers, Except Oil and Gas;26.10;54,280
Alabama;47-5032;Explosives Workers, Ordnance Handling Experts, and Blasters;32.89;68,400
Alabama;47-5041;Continuous Mining Machine Operators;26.12;54,320
Alabama;47-5071;Roustabouts, Oil and Gas;20.54;42,710
Alabama;49-0000;Installation, Maintenance, and Repair Occupations;26.67;55,480
Alabama;49-1011;First-Line Supervisors of Mechanics, Installers, and Repairers;35.26;73,330
Alabama;49-2011;Computer, Automated Teller, and Office Machine Repairers;21.91;45,570
Alabama;49-2021;Radio, Cellular, and Tower Equipment Installers and Repairers;31.99;66,540
Alabama;49-2022;Telecommunications Equipment Installers and Repairers, Except Line Installers;28.66;59,620
Alabama;49-2091;Avionics Technicians;37.20;77,370
Alabama;49-2092;Electric Motor, Power Tool, and Related Repairers;23.57;49,020
Alabama;49-2093;Electrical and Electronics Installers and Repairers, Transportation Equipment;32.18;66,930
Alabama;49-2094;Electrical and Electronics Repairers, Commercial and Industrial Equipment;30.96;64,400
Alabama;49-2095;Electrical and Electronics Repairers, Powerhouse, Substation, and Relay;49.87;103,740
Alabama;49-2097;Audiovisual Equipment Installers and Repairers;22.41;46,620
Alabama;49-2098;Security and Fire Alarm Systems Installers;24.43;50,810
Alabama;49-3011;Aircraft Mechanics and Service Technicians;36.01;74,890
Alabama;49-3021;Automotive Body and Related Repairers;23.86;49,630
Alabama;49-3022;Automotive Glass Installers and Repairers;16.80;34,950
Alabama;49-3023;Automotive Service Technicians and Mechanics;23.42;48,700
Alabama;49-3031;Bus and Truck Mechanics and Diesel Engine Specialists;24.89;51,760
Alabama;49-3041;Farm Equipment Mechanics and Service Technicians;21.71;45,150
Alabama;49-3042;Mobile Heavy Equipment Mechanics, Except Engines;28.21;58,670
Alabama;49-3043;Rail Car Repairers;23.59;49,080
Alabama;49-3051;Motorboat Mechanics and Service Technicians;21.33;44,360
Alabama;49-3052;Motorcycle Mechanics;22.67;47,160
Alabama;49-3053;Outdoor Power Equipment and Other Small Engine Mechanics;19.11;39,750
Alabama;49-3091;Bicycle Repairers;14.90;31,000
Alabama;49-3092;Recreational Vehicle Service Technicians;17.76;36,930
Alabama;49-3093;Tire Repairers and Changers;14.84;30,860
Alabama;49-9011;Mechanical Door Repairers;20.91;43,500
Alabama;49-9012;Control and Valve Installers and Repairers, Except Mechanical Door;28.14;58,530
Alabama;49-9021;Heating, Air Conditioning, and Refrigeration Mechanics and Installers;23.74;49,380
Alabama;49-9031;Home Appliance Repairers;20.29;42,210
Alabama;49-9041;Industrial Machinery Mechanics;28.19;58,640
Alabama;49-9043;Maintenance Workers, Machinery;24.49;50,940
Alabama;49-9044;Millwrights;27.41;57,010
Alabama;49-9045;Refractory Materials Repairers, Except Brickmasons;21.58;44,890
Alabama;49-9051;Electrical Power-Line Installers and Repairers;38.03;79,090
Alabama;49-9052;Telecommunications Line Installers and Repairers;28.06;58,360
Alabama;49-9062;Medical Equipment Repairers;26.73;55,600
Alabama;49-9063;Musical Instrument Repairers and Tuners;21.15;43,990
Alabama;49-9064;Watch and Clock Repairers;21.12;43,930
Alabama;49-9069;Precision Instrument and Equipment Repairers, All Other;28.45;59,180
Alabama;49-9071;Maintenance and Repair Workers, General;19.87;41,330
Alabama;49-9091;Coin, Vending, and Amusement Machine Servicers and Repairers;19.18;39,890
Alabama;49-9094;Locksmiths and Safe Repairers;21.57;44,860
Alabama;49-9095;Manufactured Building and Mobile Home Installers;21.06;43,790
Alabama;49-9096;Riggers;20.13;41,880
Alabama;49-9098;Helpers--Installation, Maintenance, and Repair Workers;16.35;34,010
Alabama;49-9099;Installation, Maintenance, and Repair Workers, All Other;22.68;47,170
Alabama;51-0000;Production Occupations;20.98;43,630
Alabama;51-1011;First-Line Supervisors of Production and Operating Workers;33.86;70,430
Alabama;51-2011;Aircraft Structure, Surfaces, Rigging, and Systems Assemblers;30.25;62,910
Alabama;51-2021;Coil Winders, Tapers, and Finishers;24.96;51,920
Alabama;51-2028;Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers;18.36;38,200
Alabama;51-2041;Structural Metal Fabricators and Fitters;23.64;49,170
Alabama;51-2051;Fiberglass Laminators and Fabricators;17.70;36,810
Alabama;51-2090;Miscellaneous Assemblers and Fabricators;19.40;40,350
Alabama;51-3011;Bakers;14.77;30,730
Alabama;51-3021;Butchers and Meat Cutters;15.79;32,840
Alabama;51-3022;Meat, Poultry, and Fish Cutters and Trimmers;14.49;30,130
Alabama;51-3023;Slaughterers and Meat Packers;14.72;30,610
Alabama;51-3091;Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders;16.42;34,150
Alabama;51-3092;Food Batchmakers;16.72;34,780
Alabama;51-3093;Food Cooking Machine Operators and Tenders;14.69;30,560
Alabama;51-3099;Food Processing Workers, All Other;17.15;35,660
Alabama;51-4021;Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic;18.21;37,880
Alabama;51-4022;Forging Machine Setters, Operators, and Tenders, Metal and Plastic;26.66;55,440
Alabama;51-4023;Rolling Machine Setters, Operators, and Tenders, Metal and Plastic;24.51;50,970
Alabama;51-4031;Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic;19.03;39,570
Alabama;51-4032;Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic;18.88;39,260
Alabama;51-4033;Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic;18.82;39,150
Alabama;51-4034;Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic;21.09;43,860
Alabama;51-4035;Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic;24.28;50,490
Alabama;51-4041;Machinists;24.98;51,960
Alabama;51-4051;Metal-Refining Furnace Operators and Tenders;21.18;44,060
Alabama;51-4052;Pourers and Casters, Metal;20.34;42,300
Alabama;51-4062;Patternmakers, Metal and Plastic;23.18;48,210
Alabama;51-4071;Foundry Mold and Coremakers;21.08;43,850
Alabama;51-4072;Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic;19.14;39,820
Alabama;51-4081;Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic;17.89;37,210
Alabama;51-4111;Tool and Die Makers;28.90;60,110
Alabama;51-4121;Welders, Cutters, Solderers, and Brazers;22.96;47,750
Alabama;51-4122;Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders;19.55;40,660
Alabama;51-4191;Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic;19.34;40,230
Alabama;51-4192;Layout Workers, Metal and Plastic;24.32;50,580
Alabama;51-4193;Plating Machine Setters, Operators, and Tenders, Metal and Plastic;16.78;34,910
Alabama;51-4194;Tool Grinders, Filers, and Sharpeners;19.95;41,500
Alabama;51-4199;Metal Workers and Plastic Workers, All Other;27.37;56,920
Alabama;51-5111;Prepress Technicians and Workers;16.31;33,930
Alabama;51-5112;Printing Press Operators;17.11;35,590
Alabama;51-5113;Print Binding and Finishing Workers;16.15;33,590
Alabama;51-6011;Laundry and Dry-Cleaning Workers;12.98;26,990
Alabama;51-6021;Pressers, Textile, Garment, and Related Materials;12.29;25,570
Alabama;51-6031;Sewing Machine Operators;13.68;28,450
Alabama;51-6051;Sewers, Hand;13.84;28,790
Alabama;51-6052;Tailors, Dressmakers, and Custom Sewers;16.75;34,830
Alabama;51-6061;Textile Bleaching and Dyeing Machine Operators and Tenders;16.88;35,100
Alabama;51-6062;Textile Cutting Machine Setters, Operators, and Tenders;15.63;32,510
Alabama;51-6063;Textile Knitting and Weaving Machine Setters, Operators, and Tenders;17.40;36,190
Alabama;51-6064;Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders;18.74;38,970
Alabama;51-6091;Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers;23.70;49,300
Alabama;51-6093;Upholsterers;16.86;35,060
Alabama;51-6099;Textile, Apparel, and Furnishings Workers, All Other;15.80;32,860
Alabama;51-7011;Cabinetmakers and Bench Carpenters;18.36;38,180
Alabama;51-7021;Furniture Finishers;15.92;33,110
Alabama;51-7041;Sawing Machine Setters, Operators, and Tenders, Wood;17.56;36,530
Alabama;51-7042;Woodworking Machine Setters, Operators, and Tenders, Except Sawing;16.71;34,750
Alabama;51-7099;Woodworkers, All Other;20.90;43,470
Alabama;51-8011;Nuclear Power Reactor Operators;*;*
Alabama;51-8012;Power Distributors and Dispatchers;55.52;115,480
Alabama;51-8013;Power Plant Operators;46.99;97,750
Alabama;51-8021;Stationary Engineers and Boiler Operators;25.47;52,980
Alabama;51-8031;Water and Wastewater Treatment Plant and System Operators;23.16;48,170
Alabama;51-8091;Chemical Plant and System Operators;37.39;77,770
Alabama;51-8092;Gas Plant Operators;32.67;67,950
Alabama;51-8093;Petroleum Pump System Operators, Refinery Operators, and Gaugers;23.67;49,230
Alabama;51-8099;Plant and System Operators, All Other;30.02;62,440
Alabama;51-9011;Chemical Equipment Operators and Tenders;29.38;61,100
Alabama;51-9012;Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders;18.40;38,270
Alabama;51-9021;Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders;19.28;40,100
Alabama;51-9022;Grinding and Polishing Workers, Hand;15.29;31,800
Alabama;51-9023;Mixing and Blending Machine Setters, Operators, and Tenders;22.82;47,470
Alabama;51-9031;Cutters and Trimmers, Hand;19.57;40,700
Alabama;51-9032;Cutting and Slicing Machine Setters, Operators, and Tenders;18.65;38,790
Alabama;51-9041;Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders;19.78;41,150
Alabama;51-9051;Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders;22.99;47,830
Alabama;51-9061;Inspectors, Testers, Sorters, Samplers, and Weighers;19.20;39,930
Alabama;51-9071;Jewelers and Precious Stone and Metal Workers;21.35;44,400
Alabama;51-9081;Dental Laboratory Technicians;19.22;39,980
Alabama;51-9083;Ophthalmic Laboratory Technicians;18.36;38,190
